cycle monotonicity|NN NN|BODY_6:BODY_5:TITLE_3:BODY_2:BODY_1:BODY_3:ABSTRACT_1:BODY_4:ABSTRACT_7:BODY_7|2
l)np1,t l i|JJ JJ NN|BODY_17|0
the complete assignment|DT JJ NN|BODY_2|0
every v1 i|DT CD NN|BODY_8|0
any type pi|DT NN NN|BODY_10|0
approximation ratio 3|NN NN CD|BODY_4|0
the lj-hj setting|DT JJ NN|BODY_5:BODY_4|0
the iterative-augmenting-paths algorithm|DT NNS NN|BODY_3|0
at most (|IN JJS -LRB-|BODY_3|0
the speed si|DT NN FW|BODY_6|0
âˆ ’ pb|NN NN NN|BODY_6|0
a high machine|DT JJ NN|BODY_5:BODY_3|0
pi( p )|JJ NN -RRB-|BODY_3|0
p i ,i|NN IN FW|BODY_8|0
p j :pij|NN NN IN|BODY_8|0
1 and p2|CD CC NNS|BODY_4|0
= { j|SYM CC NN|BODY_6|0
as high jobs|RB JJ NNS|BODY_10|0
p i :pi|NN NN FW|BODY_6|0
that cycle monotonicity|DT NN NN|BODY_5|0
most opt( p|JJS JJ NN|BODY_16|0
unknown single-minded players|JJ JJ NNS|BODY_7|0
the specific importance|DT JJ NN|BODY_2|0
the core property|DT NN NN|BODY_2|0
a maximum flow|DT NN NN|BODY_4|0
the above network|DT JJ NN|BODY_3|0
vi( a )|JJ DT -RRB-|BODY_12|0
the allocation rule|DT NN NN|BODY_6|0
( b )|-LRB- NN -RRB-|BODY_8|0
the minimum value|DT JJ NN|BODY_4|0
an arbitrary order|DT JJ NN|BODY_2|0
such an edge|JJ DT NN|BODY_8|0
â´ â‰ ¥|JJ NN NN|BODY_6:BODY_7:BODY_8|0
t âˆ—( p|NN NN NN|BODY_6|0
p1 i )|NN NN -RRB-|BODY_31|0
âˆ ’ pk+1|JJ JJ NNS|BODY_6:BODY_5:BODY_7|0
all reverse edges|PDT JJ NNS|BODY_5|0
( pij )j|-LRB- NNS NN|BODY_5:BODY_7|0
a truthful-in-expectation mechanism|DT NN NN|BODY_3|0
its entire vector|PRP$ JJ NN|BODY_5|0
the reverse edges|DT JJ NNS|BODY_13|0
the randomized algorithm|DT JJ NN|BODY_10|0
1 ) yields|CD -RRB- NNS|BODY_7|0
our fractional mechanism|PRP$ JJ NN|BODY_3|0
h} ë› ë›|FW FW FW|BODY_8|0
=i xi j/m|NNP NN NN|BODY_5|0
c1 i â‰|DT FW FW|BODY_2|0
4 ) nk|CD -RRB- NN|BODY_9|0
the scheduling setting|DT NN NN|BODY_17|0
certain properties )|JJ NNS -RRB-|BODY_4|0
a multidimensional domain|DT JJ NN|BODY_2|0
i , j1|FW , CD|BODY_3|0
ui = pi|FW SYM NN|BODY_3|0
j xk+1 ij|RB CD NNS|BODY_3|0
n2,1 h âˆ|RB NN VB|BODY_27|0
player i (|NN NN -LRB-|BODY_16|0
xk ijpk ij|RB JJ NN|BODY_4|0
the tl -threshold|DT NN NN|BODY_6|0
every integer t|DT NN NN|BODY_5|0
a common objective|DT JJ NN|BODY_2|0
an lp-optimum assignment|DT JJ NN|BODY_5|0
the l-h case|DT JJ NN|BODY_8|0
an exponential number|DT JJ NN|BODY_8|0
the fractional assignments|DT JJ NNS|BODY_9|0
a and f(vi|DT CC NN|BODY_9|0
’ xij )/m|JJ FW NN|BODY_12|0
a selfish entity|DT JJ NN|BODY_2|0
âˆ ’ p|NN NN NN|BODY_3|0
ijp1 ij â‰|DT JJ NN|BODY_13|0
its own utility|PRP$ JJ NN|BODY_9|0
our scheduling problem|PRP$ NN NN|BODY_3|0
any fixed number|DT JJ NN|BODY_5|0
lemma 5.8 (|NN CD -LRB-|BODY_6|0
a strategic player|DT JJ NN|BODY_5|0
the optimal makespan|DT JJ NN|BODY_3|0
all possible types|DT JJ NNS|BODY_3|0
h âˆ’l)n( h,pâˆ’i)|NN JJ NN|BODY_8|0
efficiently computable prices|RB JJ NNS|BODY_12|0
â‰ ¥ np,|JJ JJ NN|BODY_3|0
the required conditions|DT JJ NNS|BODY_6|0
their processing times|PRP$ NN NNS|BODY_3|0
( h âˆ|-LRB- NN NN|BODY_3|0
the following result|DT VBG NN|BODY_2|0
the minimum welfare|DT JJ NN|BODY_3|0
possibly i )|RB NN -RRB-|BODY_4|0
the term nâ·h|DT NN NN|BODY_7|0
an augmenting path|DT JJ NN|BODY_4|0
the main goal|DT JJ NN|BODY_10|0
the earlier inequality|DT JJR NN|BODY_4|0
every other declaration|DT JJ NN|BODY_20|0
any truthful mechanism|DT JJ NN|BODY_1|0
a deterministic schedule|DT JJ NN|BODY_2|0
ë†t < m|JJ NN NN|BODY_3|0
false processing times|JJ NN NNS|BODY_15|0
the declarations vâˆ’i|DT NNS NN|BODY_2|0
( xij)i ,j|-LRB- NNP NN|BODY_4|0
ëœpij âˆˆ {1|NNP NNP NNP|BODY_3|0
a valid assignment|DT JJ NN|BODY_3|0
' xij+ p|POS NN NN|BODY_10|0
combinatorial auctions )|JJ NNS -RRB-|BODY_6|0
t1 = tl|DT SYM JJ|BODY_2|0
the new payments|DT JJ NNS|BODY_1|0
î± = 2.364|JJ SYM CD|BODY_9|0
that l, h|DT NN NN|BODY_2|0
kâˆ — â‰|JJ NNS IN|BODY_8|0
the opposite pattern|DT JJ NN|BODY_8|0
any p1 i|DT JJ NN|BODY_3|0
otherwise cycle monotonicity|RB NN NN|BODY_2|0
an explicit procedure|DT JJ NN|BODY_2|0
â· l âˆ|IN JJ VB|BODY_9|0
the output assignment|DT NN NN|BODY_14|0
such a procedure|JJ DT NN|BODY_1|0
xk+1 = x1|RP SYM CD|BODY_5|0
â· â‰ ¥|FW NN FW|BODY_22|0
some kâˆ —|DT JJ NNS|BODY_2|0
computational considerations )|JJ NNS -RRB-|BODY_8|0
mechanism design studies|NN NN NNS|BODY_1|0
these special settings|DT JJ NNS|BODY_6|0
that |s ||DT JJ NN|BODY_7|0
any prefix-maximal flow|DT JJ NN|BODY_6|0
a decreasing function|DT VBG NN|BODY_4|0
the mechanism m|DT NN NN|BODY_4|0
2â·opt( p )|JJ NN -RRB-|BODY_8|0
the above reduction|DT JJ NN|BODY_2|0
an implementable algorithm|DT JJ NN|BODY_6|0
any machine i|DT NN NN|BODY_2|0
k=1 p j|CD NN NN|BODY_3|0
any assignment ëœx|DT NN NN|BODY_2|0
the algorithmic procedure|DT JJ NN|BODY_5|0
ëœ â‰ ¥|JJ JJ NN|BODY_9|0
an elementary fact|DT JJ NN|BODY_1|0
an integral assignment|DT JJ NN|BODY_6|0
the expected payments|DT VBN NNS|BODY_6|0
np, t |t|RB NN NN|BODY_8|0
¥ nopt( p|NN JJ NN|BODY_4|0
our second result|PRP$ JJ NN|BODY_1|0
¤ hj )|JJ JJ -RRB-|BODY_10|0
the price pi|DT NN NN|BODY_3|0
a source node|DT NN NN|BODY_2|0
the makespan-minimization objective|DT NN NN|BODY_1|0
two special cases|CD JJ NNS|BODY_2|0
another additive factor|DT JJ NN|BODY_4|0
any integer flow|DT NN NN|BODY_1|0
a vector specifying|DT NN NN|BODY_3|0
alternative optimization goals|NN JJ NNS|BODY_1|0
â‰ ¥ |s|DT JJ NNS|BODY_3|0
a cost cij|DT NN NN|BODY_7|0
the value-monotonicity condition|DT NN NN|BODY_2|0
â‰ ¤ 1/m|RB JJ JJ|BODY_8|0
the main contributions|DT JJ NNS|BODY_2|0
j ëœpij ëœxij|NN NN NN|BODY_8|0
a convenient characterization|DT JJ NN|BODY_9|0
a path p|DT NN NN|BODY_4|0
the algorithmic side|DT JJ NN|BODY_11|0
the unassigned portions|DT JJ NNS|BODY_5|0
its low jobs|PRP$ JJ NNS|BODY_10|0
the new assignment|DT JJ NN|BODY_6|0
no unassigned jobs|DT JJ NNS|BODY_2|0
( a )|-LRB- DT -RRB-|BODY_3|0
an algorithm f|DT NN NN|BODY_3|0
the prefix-maximal flow|DT JJ NN|BODY_1|0
p j xijpij|NN NN NN|BODY_6|0
the low jobs|DT JJ NNS|BODY_4|0
the following definition|DT VBG NN|BODY_2|0
some type pi|DT NN NN|BODY_9|0
the total size|DT JJ NN|BODY_12|0
a non-negative utility|DT JJ NN|BODY_3|0
the few results|DT JJ NNS|BODY_3|0
a brief exposition|DT JJ NN|BODY_2|0
a capproximation algorithm|DT NN NN|BODY_3|0
its approximation guarantee|PRP$ NN NN|BODY_3|0
such a max-flow|JJ DT NN|BODY_2|0
= pi( p1|SYM NN IN|BODY_30|0
= x(p1 i|SYM CD NN|BODY_27|0
its remaining fraction|PRP$ VBG NN|BODY_14|0
a 2-approximation algorithm|DT JJ NN|BODY_3|0
i = i|FW SYM FW|BODY_14|0
truthful iff f|JJ NN NN|BODY_6|0
the forward edges|DT JJ NNS|BODY_7|0
the cost subject|DT NN NN|BODY_11|0
their helpful comments|PRP$ JJ NNS|BODY_8|0
these lower bounds|DT JJR NNS|BODY_1|0
all forward edges|PDT JJ NNS|BODY_11|0
the fractional algorithm|DT JJ NN|BODY_3|0
a c-approximation algorithm|DT NN NN|BODY_2|0
one additional concept|CD JJ NN|BODY_2|0
at most tl|IN JJS NN|BODY_3|0
the private information|DT JJ NN|BODY_1|0
a fractional mechanism|DT JJ NN|BODY_3|0
’ l â‰|JJ JJ NN|BODY_3|0
our greedy rule|PRP$ JJ NN|BODY_3|0
the negative side|DT JJ NN|BODY_1|0
shmoys and tardos|NNS CC NNS|BODY_1|0
hj â‰¡high )|JJ JJ -RRB-|BODY_8|0
î´a ,b :=|DT JJ NN|BODY_1|0
corollary 5.9 )|NN CD -RRB-|BODY_9|0
k = 1|NN SYM CD|BODY_13|0
our construction uses|PRP$ NN NNS|BODY_1|0
ni p, t|FW JJ NN|BODY_6|0
the different machines|DT JJ NNS|BODY_8|0
various lower bounds|JJ JJR NNS|BODY_3|0
this simpler condition|DT JJR NN|BODY_1|0
1 m â´|CD NN NN|BODY_7|0
nisan and ronen|JJ CC JJ|BODY_1|0
an integral schedule|DT JJ NN|BODY_3|0
j +1 )|NN IN -RRB-|BODY_15|0
the price definition|DT NN NN|BODY_4|0
player i )|NN FW -RRB-|BODY_11|0
at least li|IN JJS NNS|BODY_6|0
the desired inequality|DT VBN NN|BODY_3|0
x1 , x2|NNP , NN|BODY_1|0
260 5.4 impossibility|CD CD NN|BODY_1|0
t as follows|JJ IN VBZ|BODY_3|0
the last term|DT JJ NN|BODY_1|0
the two-value case|DT JJ NN|BODY_12|0
2. preliminaries 2.1|. NNS CD|BODY_1|0
nâˆ ’ |s||JJ JJ NN|BODY_9|0
their assigned jobs|PRP$ JJ NNS|BODY_15|0
j > m|NN NN NN|BODY_12|0
definition 3.1 (|NN CD -LRB-|BODY_1|0
( 8 )|-LRB- CD -RRB-|BODY_1|0
no negative cycles|DT JJ NNS|BODY_7|0
no negative-length cycles|DT NN NNS|BODY_5|0
a â† ’|DT JJ NN|BODY_10|0
the payment pi|DT NN NN|BODY_1|0
xf ij >|JJ NN NN|BODY_1|0
( 6 )|-LRB- CD -RRB-|BODY_15|0
the pij values|DT NN NNS|BODY_4|0
various 2-approximation algorithms|JJ JJ NNS|BODY_7|0
a core component|DT NN NN|BODY_1|0
the algorithmic problem|DT JJ NN|BODY_1|0
such an assignment|PDT DT NN|BODY_1|0
the following lemma|DT VBG NN|BODY_1|0
related machines )|JJ NNS -RRB-|BODY_8|0
â‰ ¥ 1/m|RB JJ JJ|BODY_11|0
her true value|PRP$ JJ NN|BODY_9|0
2.2 mechanism design|CD NN NN|BODY_1|0
a 3-approximation mechanism|DT NN NN|BODY_9|0
a polynomial-time mechanism|DT NN NN|BODY_1|0
both these settings|DT DT NNS|BODY_1|0
corollary 3.4 here|JJ CD RB|BODY_2|0
our first step|PRP$ JJ NN|BODY_1|0
t1 > tl|DT JJ NN|BODY_1|0
the greedy property|DT JJ NN|BODY_1|0
a randomized algorithm|DT JJ NN|BODY_1|0
a similar argument|DT JJ NN|BODY_11|0
the main technique|DT JJ NN|BODY_1|0
few positive results|JJ JJ NNS|BODY_1|0
most positive results|RBS JJ NNS|BODY_1|0
the following flow|DT VBG NN|BODY_1|0
at most t|IN JJS NN|BODY_11|0
the sink t|DT NN NN|BODY_7|0
the true load|DT JJ NN|BODY_1|0
all the edges|PDT DT NNS|BODY_1|0
that node i|DT NN NN|BODY_1|0
the remaining jobs|DT VBG NNS|BODY_1|0
claim 5.9 )|NN CD -RRB-|BODY_13|0
( 11 )|-LRB- CD -RRB-|BODY_1|0
|s | â·|FW FW FW|BODY_2|0
l} ë› ë›|FW FW FW|BODY_16|0
at most doubled|IN JJS VBN|BODY_8|0
a basic question|DT JJ NN|BODY_1|0
a fractional schedule|DT JJ NN|BODY_5|0
the general problem|DT JJ NN|BODY_10|0
the same bounds|DT JJ NNS|BODY_6|0
the constructed mechanism|DT VBN NN|BODY_8|0
such a mechanism|PDT DT NN|BODY_1|0
a threshold t|DT NN NN|BODY_6|0
exactly one machine|RB CD NN|BODY_6:BODY_8|0
an approximation guarantee|DT NN NN|BODY_6|0
such a statement|JJ DT NN|BODY_3|0
another novel idea|DT NN NN|BODY_4|0
the instance p|DT NN NN|BODY_12|0
the flow-phase )|DT NN -RRB-|BODY_8|0
a satisfies cycle-monotonicity|DT NNS NN|BODY_1|0
pâˆ’i )|RB -RRB-|BODY_12:BODY_6:BODY_11:BODY_5:BODY_34:BODY_28:BODY_2:BODY_3:BODY_37:BODY_8:BODY_9|0
p|NN|BODY_6:BODY_5:BODY_13:BODY_2:BODY_3:BODY_4:BODY_7|0
1|LS|BODY_12:BODY_6:BODY_5:BODY_15:BODY_13:BODY_2:BODY_1:BODY_14:BODY_3:BODY_10:BODY_4:BODY_8|0
the makespan|DT NN|BODY_5:BODY_13:BODY_2:BODY_4:BODY_10:BODY_19:BODY_7|0
machine i|NN NN|BODY_11:BODY_2:BODY_24:BODY_3:BODY_4:BODY_10:BODY_7:BODY_8|0
every i|DT NN|BODY_12:BODY_5:BODY_11:BODY_1:BODY_2:BODY_3:BODY_10:BODY_4|0
l +|NN NN|BODY_3:BODY_4:BODY_7:BODY_8|0
each job|DT NN|BODY_5:BODY_2:BODY_3:BODY_7:BODY_9|0
the load|DT NN|BODY_6:BODY_5:BODY_13:BODY_1:BODY_2:BODY_4:BODY_8:BODY_9|0
p )|NN -RRB-|BODY_6:BODY_5:BODY_2:BODY_3:BODY_7|0
the algorithm|DT NN|BODY_1:BODY_2:BODY_3:BODY_4:BODY_7:BODY_8|0
tâˆ —|JJ NN|BODY_6:BODY_1:BODY_2:BODY_3:BODY_4|0
the jobs|DT NNS|BODY_12:BODY_5:BODY_15:BODY_2:BODY_3:BODY_7:BODY_9|0
jobs|NNS|BODY_6:BODY_5:BODY_18:BODY_2:BODY_3:BODY_4:BODY_7:BODY_8|0
pk ij|NN NN|BODY_6:BODY_12:BODY_16:BODY_23:BODY_1:BODY_4:BODY_7:BODY_9|0
pij|NN|BODY_6:BODY_11:BODY_15:BODY_1:BODY_2:BODY_3:BODY_4:BODY_7:BODY_9|0
