deadlock-free adaptive routing|JJ JJ NN|TITLE_2:ABSTRACT_3|0
the former results|DT JJ NNS|BODY_2|0
their queue heads|PRP$ NN NNS|BODY_5|0
the independent variable|DT JJ NN|BODY_1|0
an open question|DT JJ NN|BODY_2|0
an uneven distribution|DT JJ NN|BODY_1|0
an independent variable|DT JJ JJ|BODY_3|0
the maximum value|DT JJ NN|BODY_3|0
the basic idea|DT JJ NN|BODY_1|0
all the algorithms|PDT DT NNS|BODY_1|0
the following sections|DT JJ NNS|BODY_3|0
the simulation methodology|DT NN NN|BODY_1|0
the step 3|DT NN CD|BODY_2|0
the verification step|DT NN NN|BODY_3|0
a design parameter|DT NN NN|BODY_4|0
the best choice|DT JJS NN|BODY_3:BODY_4|0
the best option|DT JJS NN|BODY_4|0
the per- formance|DT NNS NN|BODY_4|0
its own buffer|PRP$ JJ NN|BODY_10|0
network traffic increases|NN NN NNS|BODY_1|0
the saturation traffic|DT NN NN|BODY_2|0
two simulation parameters|CD NN NNS|BODY_3|0
physical chan- nels|JJ NNS NNS|BODY_6|0
the first approach|DT JJ NN|BODY_1|0
let c 1|VB NN CD|BODY_1|0
let c 2|VB NN CD|BODY_1|0
a higher performance|DT JJR NN|BODY_1|0
the standard deviation|DT JJ NN|BODY_1|0
a single message|DT JJ NN|BODY_1|0
the starting point|DT VBG NN|BODY_3|0
no routing information|DT NN NN|BODY_4|0
additional virtual channels|JJ JJ NNS|BODY_4|0
a tail flit|DT NN NN|BODY_1|0
another header flit|DT NN NN|BODY_3|0
the throughput gain|DT NN NN|BODY_1|0
a useful dimension|DT JJ NN|BODY_1|0
a legal configuration|DT JJ NN|BODY_1|0
any output channel|DT NN NN|BODY_4|0
assumption 6 )|NN CD -RRB-|BODY_6|0
its next turn|PRP$ JJ NN|BODY_5|0
systolic communication [21|JJ NN NNS|BODY_2|0
this routing function|DT NN NN|BODY_2|0
virtual cut-through [19]|JJ JJ NN|BODY_3|0
this routing technique|DT NN NN|BODY_1|0
a random delay|DT JJ NN|BODY_3|0
the trailing flits|DT VBG NNS|BODY_8|0
4.2 message generation|CD NN NN|BODY_1|0
its destination node|PRP$ NN NN|BODY_2|0
the whole message|DT JJ NN|BODY_4|0
the message system|DT NN NN|BODY_7|0
such a case|JJ DT NN|BODY_1|0
the same subset|DT JJ NN|BODY_10|0
a single sink|DT JJ NN|BODY_2|0
the only requirement|DT JJ NN|BODY_1|0
the channels less|DT NNS JJR|BODY_1|0
a binary n-cube|DT JJ NN|BODY_1|0
the second difference|DT JJ NN|BODY_1|0
message delay|NN NN|BODY_5:BODY_2:BODY_3:BODY_4|2
a set|DT NN|BODY_5:BODY_2:BODY_3:BODY_4:BODY_7|0
a node|DT NN|BODY_1:BODY_2:BODY_3:BODY_8|0
the queues|DT NNS|BODY_6:BODY_2:BODY_3:BODY_4:BODY_8:BODY_9|0
flits|NNS|BODY_5:BODY_2:BODY_3:BODY_4:BODY_7|0
account|NN|BODY_5:BODY_2:BODY_1:BODY_3:BODY_4|1
the application|DT NN|BODY_6:BODY_1:BODY_2|1
the development|DT NN|BODY_2:BODY_3|2
channel contention|NN NN|BODY_5:BODY_3:BODY_4|0
an algorithm|DT NN|BODY_2|2
d|NN|BODY_6:BODY_5:BODY_17:BODY_1:BODY_2:BODY_4:BODY_9|0
the results|DT NNS|BODY_1:BODY_4|1
cyclic dependencies|NN NNS|BODY_5:BODY_2:BODY_4:BODY_9|0
its destination|PRP$ NN|BODY_6:BODY_11:BODY_5:BODY_3:BODY_7:BODY_8|0
the ones|DT NNS|BODY_2:BODY_3|1
dally|NN|BODY_6:BODY_5:BODY_2:BODY_1:BODY_3|1
dally [10]|RB JJ|BODY_2:BODY_3|1
that algorithm|DT NN|BODY_1:BODY_2|1
this algorithm|DT NN|BODY_2:BODY_1|1
this section|DT NN|BODY_2|1
the message|DT NN|BODY_6:BODY_5:BODY_1:BODY_2:BODY_9|0
output channels|NN NNS|BODY_5:BODY_3:BODY_4|0
faulty channels|JJ NNS|BODY_5:BODY_3|1
the router|DT NN|BODY_1:BODY_2:BODY_3|0
the algorithm|DT NN|BODY_2:BODY_1:BODY_9|1
two theorems|CD NNS|BODY_1:BODY_2|2
c|NN|BODY_13:BODY_1:BODY_3:BODY_14:BODY_4|0
simulation|NN|BODY_6:BODY_2:BODY_3|1
k-ary n-cubes|JJ NNS|BODY_4|1
each node|DT NN|BODY_1:BODY_2|0
function r|NN NN|BODY_6:BODY_12:BODY_15:BODY_3:BODY_4|0
the header|DT NN|BODY_6:BODY_1:BODY_3:BODY_4|0
traffic|NN|BODY_1:BODY_2:BODY_14:BODY_3:BODY_7|0
no cycles|DT NNS|BODY_6:BODY_5:BODY_17:BODY_2:BODY_10:BODY_7:BODY_9|0
the use|DT NN|BODY_1:BODY_2:BODY_8|0
a queue|DT NN|BODY_2:BODY_1:BODY_3:BODY_4|0
a function|DT NN|BODY_13:BODY_3:BODY_4:BODY_9|0
a header|DT NN|BODY_13:BODY_2:BODY_3:BODY_8|0
the implementation|DT NN|BODY_1:BODY_4:BODY_9|0
a minimal|DT JJ|BODY_11:BODY_2:BODY_3:BODY_10:BODY_4:BODY_7|0
the status|DT NN|BODY_2:BODY_3:BODY_4|0
alternative paths|NN NNS|BODY_5:BODY_3:BODY_7:BODY_8|0
throughput|VBN|BODY_5:BODY_1:BODY_3:BODY_4:BODY_7|0
theorem 2|NN CD|BODY_1:BODY_2:BODY_7|0
they|PRP|BODY_5:BODY_1:BODY_3|0
net-work size|NN NN|BODY_2:BODY_4|0
a configuration|DT NN|BODY_6:BODY_1:BODY_2|0
blocked messages|VBN NNS|BODY_6:BODY_2:BODY_10|0
each channel|DT NN|BODY_3|0
message headers|NN NNS|BODY_6:BODY_1|0
r|NN|BODY_1:BODY_2:BODY_3:BODY_9|0
nodes|NNS|BODY_2:BODY_4:BODY_19:BODY_8|0
[8 ]|DT NN|BODY_2:BODY_4|0
header flits|NN NNS|BODY_1:BODY_4:BODY_8|0
this paper|DT NN|BODY_2:BODY_1:BODY_3|0
more expensive|RBR JJ|BODY_2|0
c j|NN RB|BODY_6:BODY_5:BODY_16:BODY_1:BODY_8|0
a factor|DT NN|BODY_4|0
the same|DT JJ|BODY_2:BODY_3|0
message destination|NN NN|BODY_3:BODY_4|0
the flit|DT NN|BODY_6:BODY_5:BODY_1:BODY_3:BODY_8|0
the channel|DT NN|BODY_5:BODY_2:BODY_10|0
the throughput|DT NN|BODY_2:BODY_3|0
c k|NN NN|BODY_11:BODY_1:BODY_7:BODY_8|0
i|NN|BODY_5:BODY_1:BODY_7|0
the head|DT NN|BODY_2:BODY_3:BODY_4:BODY_7:BODY_9|0
wormhole routing|NN NN|BODY_2:BODY_1:BODY_3:BODY_7|0
another message|DT NN|BODY_5:BODY_14:BODY_8|0
the time|DT NN|BODY_21:BODY_2:BODY_10|0
the absence|DT NN|BODY_1:BODY_3:BODY_4|0
a sink|DT NN|BODY_2:BODY_3:BODY_4|0
the following|DT VBG|BODY_2|0
this methodology|DT NN|BODY_1:BODY_3|0
adaptive algorithms|JJ NNS|BODY_5:BODY_2:BODY_4|0
those channels|DT NNS|BODY_1:BODY_3:BODY_9|0
partial buffering|JJ NN|BODY_2:BODY_8|0
additional delays|JJ NNS|BODY_2|0
message abortion|NN NN|BODY_4|0
a way|DT NN|BODY_2|0
the queue|DT NN|BODY_5:BODY_2:BODY_3:BODY_10:BODY_8|0
a sketch|DT NN|BODY_2|0
channel dependencies|NN NNS|BODY_2|0
that message|DT NN|BODY_2|0
the proof|DT NN|BODY_3|0
the theory|DT NN|BODY_3|0
routing|VBG|BODY_5:BODY_2:BODY_1:BODY_3|0
this case|DT NN|BODY_2:BODY_1:BODY_3|0
these parameters|DT NNS|BODY_1:BODY_3|0
equal size|JJ NN|BODY_3|0
full messages|JJ NNS|BODY_2|0
' c|POS NN|BODY_5:BODY_2|0
the bandwidth|DT NN|BODY_2|0
each simulation|DT NN|BODY_2|0
any )|DT -RRB-|BODY_3:BODY_7|0
the simulation|DT NN|BODY_2|0
its performance|PRP$ NN|BODY_5|0
the traffic|DT NN|BODY_5:BODY_3|0
the expense|DT NN|BODY_5|0
the delay|DT NN|BODY_6:BODY_14|0
message traffic|NN NN|BODY_6:BODY_3|0
the probability|DT NN|BODY_2:BODY_3|0
their destination|PRP$ NN|BODY_19:BODY_4|0
each one|DT CD|BODY_10:BODY_9|0
4096-node networks|JJ NNS|BODY_4|0
the fluctuation|DT NN|BODY_2|0
free channels|JJ NNS|BODY_9|0
the vertices|DT NNS|BODY_1:BODY_10|0
the cost|DT NN|BODY_4|0
any|DT|BODY_6:BODY_4|0
routing functions|JJ NNS|BODY_2|0
one flit|CD NN|BODY_5|0
clock cycles|NN NNS|BODY_2:BODY_4|0
deadlock|NN|BODY_2:BODY_4|0
each time|DT NN|BODY_1:BODY_3:BODY_4|0
deadlock [6|NN NNS|BODY_4|0
network i|NN NN|BODY_3|0
the case|DT NN|BODY_2|0
consideration 2|NN CD|BODY_6|0
the hypercube|DT NN|BODY_2|0
other words|JJ NNS|BODY_15:BODY_7|0
the minimals|DT NNS|BODY_2:BODY_3|0
a pair|DT NN|BODY_9|0
the theorem|DT NN|BODY_2:BODY_1:BODY_10|0
some messages|DT NNS|BODY_2:BODY_3|0
the result|DT NN|BODY_2:BODY_1|0
( assumption|-LRB- NN|BODY_10|0
a consequence|DT NN|BODY_1|0
the assumption|DT NN|BODY_4:BODY_9|0
the curves|DT NNS|BODY_6:BODY_1|0
the source|DT NN|BODY_6:BODY_3|0
the distance|DT NN|BODY_2:BODY_3|0
another distribution|DT NN|BODY_2|0
a fraction|DT NN|BODY_2|0
r 2|NN CD|BODY_2:BODY_1:BODY_8|0
the tail|DT NN|BODY_11:BODY_7|0
virtual ones|JJ NNS|BODY_5:BODY_4:BODY_9|0
100000 messages|CD NNS|BODY_4|0
a time|DT NN|BODY_3|0
