constructive solid geometry|JJ JJ NN|TITLE_3:BODY_1:ABSTRACT_1|0
the operator x|DT NN NN|BODY_11|0
each node t|DT NN IN|BODY_9|0
the two subtrees|DT CD NNS|BODY_14|0
a consistent manner|DT JJ NN|BODY_6|0
the lattice infimum|DT NN NN|BODY_10|0
this paper )|DT NN -RRB-|BODY_5|0
geometric modelling systems|JJ JJ NNS|BODY_9|0
an alternative possibility|DT JJ NN|BODY_1|0
desirable computational properties|JJ JJ NNS|BODY_7|0
this tc-bf system|DT JJ NN|BODY_6|0
a double-bounded interpretation|DT JJ NN|BODY_1|0
pass/down pass pairs|NN NN NNS|BODY_1|0
any such algebra|DT JJ NN|BODY_7|0
the two bars|DT CD NNS|BODY_16|0
appropriate dimensionality )|JJ NN -RRB-|BODY_10|0
7.1 double bounds|CD JJ NNS|BODY_1|0
the originals spheres|DT NNS NNS|BODY_9|0
figure 7(d )|NN JJ -RRB-|BODY_1|0
! n )|. NN -RRB-|BODY_9|0
5.2.3 prism bounds|CD NN NNS|BODY_1|0
such a restriction|PDT DT NN|BODY_1|0
some final value|DT JJ NN|BODY_8|0
such a bound|JJ DT JJ|BODY_4|0
simple shapes [11]|JJ NNS NN|BODY_6|0
3 related work|CD JJ NN|BODY_1|0
figure 1(e )|NN JJ -RRB-|BODY_7|0
6 double bounds|CD JJ NNS|BODY_1|0
3 infinite half-spaces|CD JJ NNS|BODY_1|0
the waist joint|DT NN NN|BODY_1|0
the bound operators|DT JJ NNS|BODY_1|0
these new operators|DT JJ NNS|BODY_8|0
these other operators|DT JJ NNS|BODY_7|0
a node 11|DT NN CD|BODY_11|0
the final set|DT JJ NN|BODY_6|0
all smaller interpretations|DT JJR NNS|BODY_6|0
the upward pass|DT JJ NN|BODY_4|0
totally consistent )|RB JJ -RRB-|BODY_14|0
the other hand|DT JJ NN|BODY_1|0
the notation f|DT NN NN|BODY_1|0
[12 , 7]|CD , CD|BODY_8|0
the theoretical underpinnings|DT JJ NNS|BODY_5|0
the natural order|DT JJ NN|BODY_1|0
multiple bf systems|JJ NN NNS|BODY_9|0
the obvious operators|DT JJ NNS|BODY_1|0
a three-dimensional example|DT JJ NN|BODY_1|0
our usual order|PRP$ JJ NN|BODY_1|0
all possible bounds|DT JJ NNS|BODY_11|0
5 applying tc-bounds|CD VBG NNS|BODY_1|0
the appropriate principles|DT JJ NNS|BODY_1|0
the bf fi|DT NN NN|BODY_8|0
1 non-null leaf|CD JJ NN|BODY_6|0
no new null|DT JJ NN|BODY_12|0
the outer bounds|DT JJ NNS|BODY_7|0
the detailed geometry|DT JJ NN|BODY_6|0
two interlocking 'combs|CD JJ NNS|BODY_3|0
the normal idea|DT JJ NN|BODY_1|0
a good tc-bf.|DT JJ NN|BODY_6|0
the general form|DT JJ NN|BODY_1|0
the best fit|DT JJS NN|BODY_10|0
5.4.2 relative consistency|CD JJ NN|BODY_1|0
a different order|DT JJ NN|BODY_2|0
other bounding functions|JJ JJ NNS|BODY_1|0
that non-standard bounds|DT JJ NNS|BODY_5|0
totally consistent bounds|RB JJ NNS|BODY_1|0
figure 1( b|NN JJ NN|BODY_1|0
nice algebraic properties|JJ JJ NNS|BODY_5|0
the difference case|DT NN NN|BODY_12|0
the preferred alignment|DT JJ NN|BODY_8|0
smaller consistent bounds|JJR JJ NNS|BODY_5|0
a geometric significance|DT JJ NN|BODY_10|0
a preprocessing stage|DT JJ NN|BODY_6|0
consider figure 6|VB NN CD|BODY_1|0
the intersected region|DT JJ NN|BODY_9|0
the merging property|DT VBG NN|BODY_7|0
the other circles|DT JJ NNS|BODY_1|0
the intersection set|DT NN NN|BODY_5|0
another tc-bf function|DT JJ NN|BODY_7|0
the convex hull|DT NN NN|BODY_8|0
become null-bounded [4]|VBN JJ NN|BODY_20|0
the bounds|DT NNS|BODY_6:BODY_11:BODY_2:BODY_1:BODY_14:BODY_3:BODY_10:BODY_7:BODY_8:BODY_9|0
the rules|DT NNS|BODY_5:BODY_28:BODY_1:BODY_2:BODY_3:BODY_10:BODY_4:BODY_8|0
